aal,brainnatome,harvard,mindboggle
0.6017478152309598,0.4524296222552805,0.5259938837920192,0.559580468887709
0.6254057428214702,0.4799236767876574,0.5454545454545167,0.5791027674951497
0.5966084061589636,0.4604988662130145,0.5305671392827112,0.5536312356777658
0.5831252600915486,0.4374182843867896,0.514081178760047,0.5368852459016311
0.579525593008734,0.4406487473036714,0.5213094245204055,0.5506786532698665
0.6149188514357002,0.4638731264862229,0.5437030859048934,0.5571126388154348
0.6157927590511818,0.4744427852440501,0.5477759243814044,0.5692314472060586
0.6390345401581332,0.486768984016234,0.5552960800667041,0.6040014101886114
0.5970245526425241,0.4572236048889853,0.528078954684438,0.5312885598448708
0.6085310029130213,0.470085725346906,0.5438976925215179,0.5616516834126518
0.6051186017478077,0.4601426912227122,0.5332082290797644,0.5631940772078228
0.5977528089887586,0.4601985509649787,0.5195996663886335,0.5428344791115713
0.6013732833957527,0.4625208782698888,0.5300389213232979,0.5519566367001507
0.6023720349562999,0.4664211050272366,0.5238949124269995,0.5546448087431618
0.58957553058676,0.4464432276974424,0.4967055879899676,0.5564516129032199
0.6028714107365738,0.4540102870415258,0.5183486238531894,0.5456107879428811
0.6026217228464396,0.4642752060172404,0.5331804281345253,0.5498413537810615
0.6002704952143079,0.4635108677616058,0.5268835140394523,0.5595804688877094
0.6138160632542604,0.4744975388528086,0.5413678065053967,0.5797197250132179
0.6190595089471462,0.4738930368894219,0.5392827356129801,0.5661907280098674
0.6225967540574254,0.4706111387643242,0.5475118154016987,0.5684382161114014
0.6185185185185185,0.4720856147335633,0.5501390047261333,0.573506081438389
0.5837702871410709,0.4506570433049791,0.4971837642479594,0.5491362594746964
0.6138576779026156,0.464931696255617,0.5281484570475146,0.5525735942182203
0.6089679567207646,0.4624495326584702,0.5373783708645826,0.5791027674951482
0.6032251352476021,0.4401128256179231,0.523352793994967,0.5493301604089473
0.58071161048689,0.4288020574082166,0.5011815401723464,0.5222016569716103
0.6083853516437748,0.4597007908853386,0.5332360300249936,0.5514718843645273
0.6235538909696171,0.47127869033778397,0.5477620239087893,0.5783536047946392
0.5889721181855989,0.4443056246887565,0.5139004726160449,0.5448616252423677
0.5776945484810672,0.4303097173827588,0.5003252710591911,0.5237616781244409
0.5867249271743622,0.4485620264364596,0.5194328607172379,0.5341530054644694
0.6091968372867187,0.4699944693323249,0.5392688351403679,0.5543803983782758
0.6018726591760271,0.4639516619654762,0.5314845704753692,0.5523091838533335
0.6013940907199288,0.4635606437695785,0.5226299694189382,0.5661907280098679
0.6041406575114391,0.4541358331949346,0.536516541562387,0.5579499383042419
0.6346858094049068,0.4899043194512288,0.5643035863219129,0.5977877666137817
0.5904494382022418,0.4585957635085357,0.5070614400889384,0.533112991362584
0.5754889721181801,0.44124716553274657,0.4941340005559949,0.5267671426053143
0.5939242613399879,0.4519158232397185,0.5201417848206537,0.5416446324695837
