aal,brainnatome,harvard,mindboggle
0.2481897627965044,0.08753940600630496,0.15663052543786488,0.20676890534108935
0.27740324594257176,0.09367844698855153,0.17030859049207672,0.21734531993654152
0.2484394506866417,0.0930811348929816,0.16180150125104253,0.19830777366472765
0.23071161048689134,0.0812344449975112,0.1481234361968307,0.18244315177154946
0.2269662921348315,0.09248382279741164,0.15279399499582985,0.1993654151242729
0.2636704119850187,0.0908246225319396,0.17164303586321936,0.19830777366472765
0.2671660424469413,0.09527127924340467,0.17414512093411175,0.21099947117927026
0.2948813982521848,0.0957026713124274,0.15879899916597165,0.2432575356953993
0.2449438202247191,0.09384436701509873,0.171976647206005,0.17715494447382338
0.2554307116104869,0.08076986892317903,0.15996663886572146,0.2025383395029085
0.2571785268414482,0.09444167911066867,0.15045871559633028,0.2051824431517716
0.2484394506866417,0.09440849510535923,0.15396163469557966,0.1866737176097303
0.24344569288389514,0.08986228637796582,0.16230191826522106,0.19143310417768375
0.2524344569288389,0.10230628836900614,0.15679733110925773,0.19883659439450027
0.2287141073657928,0.08475194956031193,0.16430358632193495,0.1935483870967742
0.24943820224719104,0.07917703666832587,0.1743119266055046,0.18931782125859334
0.25068664169787763,,0.17597998331943285,0.20095187731359068
0.250187265917603,,0.1596330275229358,0.21734531993654152
0.26267166042446943,,0.1646371976647206,0.2051824431517716
0.2714107365792759,,0.15629691409507926,0.2088841882601798
0.27890137328339576,,0.16447039199332775,0.2168164992067689
0.27016229712858925,,0.17281067556296914,0.18826017979904813
0.2269662921348315,,0.1501251042535446,0.19249074563722895
0.2659176029962547,,0.16964136780650546,0.21840296139608675
0.2566791510611736,,0.15946622185154294,0.19566367001586465
0.24943820224719104,,0.17080900750625522,0.16869381279746165
0.2289637952559301,,0.18331943286071725,0.21893178212585931
0.25842696629213485,,0.14678899082568808,0.18878900052882072
0.2771535580524345,,,0.1708090957165521
0.2372034956304619,,,0.17609730301427814
0.2254681647940075,,,0.1930195663670016
0.234207240948814,,,0.19037546271813852
0.2564294631710362,,,0.19989423585404548
0.2491885143570537,,,0.20465362242199892
0.2474406991260924,,,0.2437863564251719
0.2574282147315855,,,0.1797990481226864
0.2921348314606741,,,0.17292437863564253
0.2387016229712859,,,0.1866737176097303
0.22147315855181024,,,
0.2406991260923845,,,
